"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"7666815","01001722515008261000000000U1","EL CIELO CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","RIVERO Y GUTIERREZ","PEATONAL","BENITO JUAREZ","CALLE","5 DE MAYO","PEATONAL","ALLENDE ORIENTE","110",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0638","014","4498949678",,,"Fijo","21.8830197","-102.2969354","2019-11"
"8525341","01001722515008381000000000U7","FAT CAT CAFE Y DESAYUNOS",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","ENRIQUE M. DEL VALLE","CALLE","COSIO SUR","CALLE","ENRIQUE M. DEL VALLE","507",,,,,,"BARRIO","DE LA PURISIMA",,,,"20259","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0642","007",,,,"Fijo","21.88340683","-102.28741202","2019-11"
"6923917","01001722515007721000000000U5","GOSSET CAFE BOUTIQUE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","GENERAL ALVARO OBREGON","CALLE","GRECIA","CALLE","VASCO DE GAMA","CALLE","NARCISO MENDOZA","441",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0549","021",,"ISABBEL.PEREZ@GMAIL.COM",,"Fijo","21.88897114","-102.28992194","2019-11"
"27500","01006722212000261000000000U2","JUGOS Y CAFE EL PISTACHE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","16 DE SEPTIEMBRE","CALLE","NINGUNO","CALLE","HEROICO COLEGIO MILITAR","CALLE","JOSÉ ADOLFO VILLEGAS BELAUZARÁN","101",,,,,"101","COLONIA","CENTRO",,,,"20670","01","AGUASCALIENTES","006","Pabellón de Arteaga","0001","Pabellón de Arteaga","009A","044",,,,"Fijo","22.14671465","-102.27508864","2010-07"
"614","01003722219000601000000000U1","KALI CAFE",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","BENITO JUAREZ","CALLE","CRISTOBAL COLON","CALLE","IGNACIO LOPEZ RAYON","CALLE","ZARAGOZA","211",,,,"0",,"COLONIA","CENTRO",,,,"20800","01","AGUASCALIENTES","003","Calvillo","0001","Calvillo","0187","023","4959561136",,,"Fijo","21.8471825","-102.71667798","2010-07"
"36719","01001722515005061000000000U8","KULTUR KLEIN CAFE CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","PEATONAL","VENUSTIANO CARRANZA","PEATONAL","PEATONAL DEL CODO","CALLE","MARIANO MATAMOROS NORTE","CALLE","GENERAL IGNACIO ALLENDE","101",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0623","004",,,,"Fijo","21.88055622","-102.29782852","2014-12"
"6912319","01001722519006001000000000U5","LA BAGUETERIA CAFE SNACK Y MORE",,"722519","Servicios de preparación de otros alimentos para consumo inmediato","0 a 5 personas","CALLE","PASEO SAN GERARDO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","DELICETO","CALLE","BENEDICTO XVI",,"SN",,,,,"FRACCIONAMIENTO","SAN GERARDO",,,,"20342","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","1227","001","4499196278",,,"Fijo","21.80540352","-102.29514701","2019-11"
"32985","01001722515003281000000000U4","LA BODEGUITA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","AYUNTAMIENTO","AVENIDA","CONVENCION DE 1914 SUR","PRIVADA","NINGUNO","CALLE","ACUEDUCTO","111",,"HOSPITAL, CENTRO MEDICO O CLINICA","PLANTA BAJA","0",,"FRACCIONAMIENTO","LA SALUD","HOSPITAL, CENTRO MEDICO O CLINICA","LA SALUD","111","20240","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0892","028",,,,"Fijo","21.86686091","-102.28342954","2014-12"
"23451","01001722515003331010000000U7","LA TRATTORIA PASTA & CAFE RESTAURANTE",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","JOSE MARIA CHAVEZ","CALLE","NIETO","CALLE","RAYON","CALLE","GALEANA SUR","123",,"CENTRO Y PLAZA COMERCIAL","PISO 1","16",,"COLONIA","ZONA CENTRO","CENTRO Y PLAZA COMERCIAL","CENTRO COMERCIAL PLAZA PATRIA","16","20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0695","020",,,,"Fijo","21.87937679","-102.2962751","2010-07"
"8463464","01001722515007501000000000U1","MAMBA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","GENERAL IGNACIO ZARAGOZA","CALLE","COSIO SUR","CALLE","JUAN DE MONTORO","445",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0642","009",,,,"Fijo","21.88296436","-102.28894117","2019-11"
"8499727","01001722515008842000000000U8","MIRAVELA S RESTAURANTE Y CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","PROLONGACION","GENERAL IGNACIO ZARAGOZA","CALLE","MONTECRISTO","CALLE","SILOS","CALLE","TRAPICHE","801","A",,,,,"FRACCIONAMIENTO","VILLAS DE LAS TROJES",,,,"20115","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2386","011",,,,"Fijo","21.9284279","-102.30506411","2019-11"
"25610","01001722110000912001000000U7","RESTAURANT CAFE EL OASIS",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","31 a 50 personas","PEATONAL","Benito Juárez","CALLE","Rivero y Gutiérrez","PEATONAL","Allende Oriente","CALLE","5 de Mayo","3105",,,,"0",,"COLONIA","CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0638","014",,"RESTOASIS00@GMAIL.COM",,"Fijo","21.88307843","-102.29616596","2013-07"
"7702815","01001722515007261000000000U2","RIGBY CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","MONTE BLANCO","BOULEVARD","LUIS DONALDO COLOSIO","CALLE","CORDILLERA DE LOS ALPES NORTE","AVENIDA","INDEPENDENCIA","507",,,,"0",,"FRACCIONAMIENTO","JARDINES DE LA CONCEPCION II",,,,"20120","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2403","029",,,,"Fijo","21.92447958","-102.3013924","2019-11"
"9064383","01001722515009131000000000U5","ROSETTA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","RIO SENA","CALLE","RIO COLORADO","CALLE","RIO BRAVO","CALLE","RÍO AMAZONAS","203","B",,,,,"FRACCIONAMIENTO","COLINAS DEL RIO",,,,"20010","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2028","010","4494149154",,,"Fijo","21.89399541","-102.31955872","2019-11"
"36798","01001722219021802001000000M4","ROSINAL CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","11 a 30 personas","PEATONAL","VENUSTIANO CARRANZA","CALLE","GENERAL VICENTE GUERRERO NORTE","CALLE","GALEANA NORTE","CALLE","NIETO","108",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0623","005",,,,"Fijo","21.88037094","-102.29839358","2010-07"
"7043433","01001722515007151000000000U5","SABORES CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","VALLARTA","CALLE","VALLARTA 204","CALLE","VALLARTA 210","CALLE","GRAN CAÑÓN","46","A",,,,,"FRACCIONAMIENTO","BALCONES DE ORIENTE",,,,"20196","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","3609","001",,,,"Fijo","21.88192462","-102.23617835","2019-11"
"8540464","01001722515008422000000000U9","STAR CON CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","JUAN DE MONTORO","209",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0638","006",,"STARCONCAFE@GMAIL.COM",,"Fijo","21.881524","-102.29426698","2019-11"
"6795794","01001722219024441011003311S8","STARBUCKS 275","CAFE SIRENA S DE RL DE CV","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","BOULEVARD","A ZACATECAS","AVENIDA","SIGLO XXI","VIADUCTO","NINGUNO","VIADUCTO","NINGUNO","2",,,,,,"COLONIA","TROJES DE ALONSO","PASAJE Y ANDADOR COMERCIAL","ALTARIA AGUASCALIENTES","SN","20115","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","1320","066",,"TUOPINION@STARBUCKS.COM.MX","WWW.STARBUCKS.COM.MX","Fijo","21.92311236","-102.29013691","2017-03"
"6282387","01001722219005001002003311S3","STARBUCKS SUC 38275","CAFE SIRENA S DE RL DE CV","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","ZACATECAS","CALLE","TALA","CALLE","CIRCE","AVENIDA","HEROE DE NACOZARI","849",,,,,,"FRACCIONAMIENTO","TROJES DE ALONSO","CENTRO Y PLAZA COMERCIAL","ALTARIA AGUASCALIENTES","SN","20115","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","1320","066",,"TUOPINION@STARBUCKS.COM.MX","WWW.STARBUCKS.COM.MX","Fijo","21.923156","-102.29017624","2010-07"
"8765873","01001722515005471000000000U9","TEATRO CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","CONSTITUCION","AVENIDA","FRANCISCO I. MADERO","CALLE","PODER LEGISLATIVO","CALLE","PODER LEGISLATIVO",,"SN",,,,,"BARRIO","LA PURISIMA",,,,"20259","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0657","006","4491577858","ARTEESCENICOELOMBLIGO@GMAIL.COM",,"Fijo","21.88469725","-102.28300011","2019-11"
"8915992","01003722515000331000000000U6","TIENDA DE JUGOS FRUTAS Y CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","GUANAJUATO","CALLE","5 DE MAYO","PROLONGACION","INDEPENDENCIA","CALLE","ABASOLO",,"SN",,,,,"COLONIA","LOS ANGELES",,,,"20800","01","AGUASCALIENTES","003","Calvillo","0001","Calvillo","0187","040",,,,"Fijo","21.84495888","-102.72300999","2019-11"
"6923548","01001722515007631000000000U6","TREE HOSE CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","RIVERO Y GUTIERREZ","PEATONAL","BENITO JUAREZ","CALLE","5 DE MAYO","PEATONAL","ALLENDE ORIENTE","118",,"PLAZA Y CENTRO COMERCIAL","PISO 1","407",,"COLONIA","ZONA CENTRO","CENTRO Y PLAZA COMERCIAL","PLAZA DE LA TECNOLOGIA","407","20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0638","014","4494964806","AVILAB@GMAIL.COM",,"Fijo","21.88298985","-102.29700615","2019-11"
"3022","01005722515000151001000000U3","TU TAZZITA CAFÉ",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","BENITO JUAREZ","CALLE","IGNACIO ALLENDE","CALLE","MARIANO MATAMOROS","CALZADA","EMILIANO ZAPATA","203","A",,,,,"COLONIA","CENTRO",,,,"20900","01","AGUASCALIENTES","005","Jesús María","0001","Jesús María","0020","042","4492562315","PAUL_SHIKETE@HOTMAIL.COM",,"Fijo","21.96214717","-102.34439033","2010-07"
"7702746","01001722515007251000000000U3","VENERDI CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","FUNDICION","CALLE","SEGUNDA PRIVADA FUNDICION","CALLE","SAN RAFAEL","CALLE","SANTO TOMÁS","2007",,,,"0",,"FRACCIONAMIENTO","SAN CAYETANO",,,,"20010","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0286","017","4491449035","VERENDICAFE@GMAIL.COM",,"Fijo","21.898904","-102.3134318","2019-11"
"9347650","01007722515000581000000000U7","VENTA MEDICINA ALTERNATIVA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","MORELOS","AVENIDA","CONSTITUCION DE 1917","CALLE","EDEN","CALLE","MIGUEL HIDALGO",,"SN",,,,,"COLONIA","CENTRO",,,,,"01","AGUASCALIENTES","007","Rincón de Romos","0001","Rincón de Romos","0059","005",,,,"Fijo","22.22672398","-102.32164647","2021-05"
"6923217","01001722515007551000000000U6","VIVA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","RIVERO Y GUTIERREZ","PEATONAL","BENITO JUAREZ","CALLE","JOSE MARIA MORELOS Y PAVON","PEATONAL","ALLENDE ORIENTE",,"SN","CENTRO Y PLAZA COMERCIAL","PISO 1",,,"COLONIA","ZONA CENTRO","CENTRO Y PLAZA COMERCIAL","CENTRO COMERCIAL EL PARIAN","SN","20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0638","009",,,,"Semifijo","21.88350828","-102.29571927","2019-11"
"20781","01001722219010721000000000M9","VIVA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","RIVERO Y GUTIERREZ","PEATONAL","BENITO JUAREZ","CALLE","JOSE MARIA MORELOS Y PAVON","PEATONAL","ALLENDE ORIENTE",,"SN","CENTRO Y PLAZA COMERCIAL","SOTANO 1",,,"COLONIA","ZONA CENTRO","CENTRO Y PLAZA COMERCIAL","CENTRO COMERCIAL EL PARIAN","SN","20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0638","009",,,,"Semifijo","21.88350828","-102.29571927","2010-07"
"36709","01001722515003452000000000U1","VUELO 76 CAFE & CREPAS",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","PEATONAL","VENUSTIANO CARRANZA","PEATONAL","PEATONAL DEL CODO","CALLE","MARIANO MATAMOROS NORTE","CALLE","GENERAL IGNACIO ALLENDE","107",,,,,,"COLONIA","ZONA CENTRO",,,,"20000","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0623","004",,"CAFE@VUELO76.COM",,"Fijo","21.88042272","-102.29905212","2014-12"
